template_id,template_name,hazard_type,rule_id,event_kind,time_pct,time_jitter_pct,selection_scope,sector,subtype,target_mode,target_value,allow_reuse_asset,performance_pct,repair_time_min,repair_time_max,geo_anchor,geo_param_1_km,priority,notes
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R031,REPAIR,70.0,0.4,GEO_SCATTER,electricity,lv_node,PCT,10,0,95,120,300,CITY_CENTER,0,1,Recovery: LV stable
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R032,IMPACT,6.0,0.4,GEO_SCATTER,first_responders,ems,PCT,18,0,80,240,720,CITY_CENTER,0,6,Call centers overwhelmed / dispatch degraded
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R033,IMPACT,6.3,0.4,GEO_SCATTER,first_responders,police,PCT,12,0,85,240,720,CITY_CENTER,0,5,Police IT outages slow response
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R034,IMPACT,6.6,0.4,GEO_SCATTER,first_responders,fire_station,PCT,10,0,85,240,720,CITY_CENTER,0,5,Fire IT outages slow response
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R035,IMPACT,7.0,0.4,GEO_SCATTER,gas,storage,PCT,6,0,60,720,1440,CITY_CENTER,0,4,Storage monitoring compromised; conservative ops
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R036,IMPACT,7.5,0.4,GEO_SCATTER,water,reservoir,PCT,6,0,70,480,1440,CITY_CENTER,0,4,Reservoir telemetry degraded
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R037,IMPACT,18.0,0.4,GEO_SCATTER,electricity,transformer,PCT,6,0,50,240,600,CITY_CENTER,0,4,Persistence: transformer mis-ops
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R038,IMPACT,18.2,0.4,GEO_SCATTER,electricity,lv_node,PCT,8,0,55,120,240,CITY_CENTER,0,4,Persistence: LV relapses
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R039,IMPACT,20.0,0.4,GEO_SCATTER,electricity,transformer,PCT,6,0,50,240,600,CITY_CENTER,0,4,Persistence: transformer mis-ops
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R040,IMPACT,20.2,0.4,GEO_SCATTER,electricity,lv_node,PCT,8,0,55,120,240,CITY_CENTER,0,4,Persistence: LV relapses
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R041,IMPACT,22.0,0.4,GEO_SCATTER,electricity,transformer,PCT,6,0,50,240,600,CITY_CENTER,0,4,Persistence: transformer mis-ops
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R042,IMPACT,22.2,0.4,GEO_SCATTER,electricity,lv_node,PCT,8,0,55,120,240,CITY_CENTER,0,4,Persistence: LV relapses
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R043,REPAIR,40.0,0.4,GEO_SCATTER,first_responders,ems,PCT,18,0,90,240,720,CITY_CENTER,0,4,Response recovers with comms
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R044,REPAIR,42.0,0.4,GEO_SCATTER,first_responders,police,PCT,12,0,92,240,720,CITY_CENTER,0,3,Police IT recovered
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R045,REPAIR,44.0,0.4,GEO_SCATTER,first_responders,fire_station,PCT,10,0,92,240,720,CITY_CENTER,0,3,Fire IT recovered
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R046,REPAIR,48.0,0.4,GEO_SCATTER,water,reservoir,PCT,6,0,85,480,1440,CITY_CENTER,0,3,Reservoir telemetry restored
CY_020,Cyberattack – Coordinated Multi-sector,CYBER,CY_020_R047,REPAIR,50.0,0.4,GEO_SCATTER,gas,storage,PCT,6,0,85,720,1440,CITY_CENTER,0,2,Storage monitoring restored
